,108,29,55,38,110,24,135,130,134
108,0.0,43.016021728515625,27.521650314331055,41.49650573730469,7.147722244262695,39.415714263916016,12.175085067749023,14.865240097045898,14.002507209777832
29,43.016021728515625,0.0,19.646526336669922,8.300829887390137,39.92398452758789,8.945792198181152,54.846031188964844,52.99787902832031,56.459442138671875
55,27.521650314331055,19.646526336669922,0.0,19.002986907958984,23.215665817260742,13.512142181396484,38.13467788696289,34.67070007324219,39.54890060424805
38,41.49650573730469,8.300829887390137,19.002986907958984,0.0,39.28078842163086,13.155242919921875,53.29203796386719,50.613529205322266,54.38426208496094
110,7.147722244262695,39.92398452758789,23.215665817260742,39.28078842163086,0.0,35.16122055053711,15.684666633605957,16.235858917236328,18.047147750854492
24,39.415714263916016,8.945792198181152,13.512142181396484,13.155242919921875,35.16122055053711,0.0,50.576995849609375,47.988216400146484,52.2982063293457
135,12.175085067749023,54.846031188964844,38.13467788696289,53.29203796386719,15.684666633605957,50.576995849609375,0.0,10.376031875610352,3.810713291168213
130,14.865240097045898,52.99787902832031,34.67070007324219,50.613529205322266,16.235858917236328,47.988216400146484,10.376031875610352,0.0,9.086566925048828
134,14.002507209777832,56.459442138671875,39.54890060424805,54.38426208496094,18.047147750854492,52.2982063293457,3.810713291168213,9.086566925048828,0.0
